N,P,K,temperature,humidity,ph,rainfall,label
18,122,198,21.442541,92.504683,5.680803,124.909542,apple
108,38,24,22.493253,77.940821,7.021425,88.065344,cotton
35,16,28,35.076499,54.32771,5.019187,72.600592,mango
109,32,27,24.453172,50.870225,6.791891,164.379163,coffee
102,8,51,25.821733,84.085353,6.20072,45.008909,watermelon
95,46,20,22.035323,66.35692,6.431754,84.908978,maize
57,61,54,33.860085,90.06238,6.940166,65.404939,papaya
28,22,26,26.544898,91.286993,5.733265,179.765642,coconut
92,18,29,27.580892,51.858411,6.299986,172.581228,coffee
15,67,21,33.071927,43.104974,6.604429,137.06451,pigeonpeas
71,35,20,20.305024,71.474353,5.849159,75.531461,maize
9,78,17,22.637469,18.429419,5.731381,60.49594,kidneybeans
6,8,11,17.112089,91.910353,7.178351,111.119701,orange
23,69,17,20.938301,21.763363,5.599203,114.273433,kidneybeans
101,48,51,22.009361,90.598621,5.622285,223.265467,rice
15,121,203,23.204971,91.516258,5.76913,117.583204,apple
33,71,84,18.220755,19.900604,7.804262,81.055301,chickpea
28,68,17,22.631284,62.694085,6.805637,136.981749,pigeonpeas
22,72,15,18.779765,24.851576,5.840665,74.488908,kidneybeans
96,53,47,24.996368,89.587803,5.598742,231.811215,rice
81,95,54,28.861866,79.006809,6.18949,112.744209,banana
33,17,42,22.393378,94.544051,6.021057,46.448232,pomegranate
60,47,22,18.395779,72.59043,6.280122,61.533052,maize
1,24,35,29.336844,52.240028,4.88535,70.926217,mango
112,24,34,27.754177,69.568848,6.19599,158.215537,coffee
84,9,48,29.123126,90.258116,6.344981,24.263729,muskmelon
25,142,193,19.378875,84.168351,6.110598,65.122548,grapes
104,15,55,29.779548,93.059359,6.046239,25.453076,muskmelon
25,71,82,18.881285,19.758174,6.480585,91.709908,chickpea
23,77,76,18.401085,19.518428,7.921533,87.419761,chickpea
80,58,40,24.126641,70.636692,7.163433,156.305099,jute
1,65,17,17.151826,20.373829,5.638709,146.605192,kidneybeans
77,39,16,25.356052,64.46286,6.823426,96.664457,maize
34,48,20,28.450059,55.095629,6.041092,37.855047,mothbeans
5,46,18,29.054963,34.54546,7.858678,48.914976,mothbeans
13,68,18,20.015915,24.155922,5.637503,105.048371,kidneybeans
110,73,50,27.683521,83.210121,5.617948,95.041875,banana
98,50,35,26.496713,74.059847,6.242403,175.007872,jute
72,44,23,23.198311,56.505546,5.617369,78.564347,maize
44,76,76,20.219742,14.399578,6.471941,70.358391,chickpea
74,57,21,21.869971,55.714854,6.655192,85.105279,maize
101,44,23,23.383939,83.189752,7.318146,77.572885,cotton
12,75,17,20.319673,23.768733,5.588858,101.842995,kidneybeans
8,6,42,22.714411,94.738223,6.771024,64.449375,pomegranate
6,145,198,23.478058,90.833382,6.2594,116.891209,apple
19,37,16,28.378043,87.98954,6.455108,57.188586,mungbean
27,123,204,22.87931,92.887363,5.687272,118.521766,apple
119,45,21,22.421839,81.768132,6.54585,76.856364,cotton
4,6,12,28.55009,92.351856,7.296474,111.768123,orange
3,70,16,23.897621,18.432913,5.724847,85.622466,kidneybeans
114,6,51,28.048709,92.74376,6.191948,22.312352,muskmelon
105,36,22,25.748954,77.112512,7.732435,80.970752,cotton
85,17,49,25.807923,82.917116,6.891529,53.739946,watermelon
13,70,17,22.221508,18.789518,5.995227,136.083618,kidneybeans
39,38,20,27.661343,80.305037,6.947951,64.665426,mungbean
31,123,191,28.725965,80.808021,6.129156,67.357657,grapes
99,83,47,26.652113,77.876484,5.545663,109.575845,banana
32,69,77,18.389839,16.724992,7.730423,98.427245,chickpea
94,71,51,29.740419,82.477873,5.727987,108.895258,banana
84,32,31,25.518675,54.751881,6.453164,180.261185,coffee
9,57,18,27.581123,43.68975,3.838194,56.137212,mothbeans
28,38,34,34.216454,50.391446,6.593046,81.021589,mango
88,35,29,27.827373,55.162217,6.959161,192.676952,coffee
87,42,20,19.056423,58.196906,5.57021,108.536572,maize
63,66,53,34.478757,92.779124,6.601502,43.190957,papaya
95,51,19,21.750226,71.216772,6.022288,70.57274,maize
33,46,16,27.779602,86.114227,6.528666,45.514105,mungbean
8,36,15,28.224574,87.988539,6.256311,64.690985,mungbean
116,47,49,26.243463,92.09291,6.055833,192.027226,rice
0,76,24,18.232776,65.98294,6.676576,44.906065,lentil
24,74,76,19.26338,16.521401,7.456948,96.523633,chickpea
106,41,49,23.570118,88.042662,6.022089,213.311532,rice
17,25,29,28.792716,53.327632,5.075404,84.404405,mango
13,11,43,23.162388,87.214081,6.227674,82.091212,pomegranate
20,88,20,34.037781,61.75005,6.494036,197.605182,pigeonpeas
46,65,20,25.952319,67.452733,6.847652,66.688834,blackgram
21,121,203,22.145493,90.138259,6.424296,110.996919,apple
96,32,27,24.989794,66.324224,6.923708,173.431541,coffee
4,72,25,19.147743,64.435464,6.764853,64.739427,lentil
24,68,19,15.438624,19.28943,5.618595,76.515402,kidneybeans
86,44,20,25.337025,56.972207,6.701612,62.05899,maize
35,78,77,20.500798,14.165919,7.320677,79.505361,chickpea
22,121,201,26.865046,82.287758,6.291839,74.104708,grapes
9,12,40,18.164309,90.819463,6.417741,78.228478,pomegranate
99,15,54,27.913977,94.478815,6.027532,22.799257,muskmelon
34,52,50,29.297629,91.502649,6.751425,48.772249,papaya
56,78,16,33.60677,60.344313,6.592349,74.662208,blackgram
35,129,197,19.581972,83.965666,6.11513,65.69281,grapes
5,61,21,22.726041,23.424058,5.515144,96.625176,kidneybeans
1,69,22,20.383684,22.007152,5.612389,136.29654,kidneybeans
78,43,37,25.170188,78.570159,7.026879,191.472717,jute
107,26,33,24.619539,55.965611,7.309151,173.63032,coffee
40,9,36,20.108317,94.925949,6.743099,103.629601,pomegranate
137,55,24,23.063743,77.104503,7.053557,85.456218,cotton
103,5,53,29.204146,90.123406,6.756662,27.194983,muskmelon
60,43,41,26.395289,71.501356,7.408725,163.146065,jute
97,42,19,22.376449,66.763029,6.975781,94.866513,maize
9,62,22,36.220271,35.439708,5.955479,100.8062,pigeonpeas
21,65,82,19.513255,18.618734,7.537839,94.979861,chickpea
103,45,50,20.657584,88.639197,6.393944,218.228274,rice
56,45,49,23.865034,94.28636,6.610382,153.212501,papaya
85,90,49,29.014347,75.001504,5.615028,104.208582,banana
83,45,49,23.653974,91.596253,6.438111,194.078458,rice
26,6,31,25.387605,90.82141,5.555688,159.71553,coconut
123,57,18,24.977354,77.433151,5.958161,78.01576,cotton
101,18,54,29.744766,90.982258,6.868,23.177548,muskmelon
10,67,19,26.196679,66.009478,6.070483,43.936946,lentil
81,50,39,23.14042,72.20611,6.588407,171.200567,jute
98,10,54,25.708932,84.651061,6.054129,42.332331,watermelon
6,143,205,26.53451,80.467395,5.611422,68.649155,grapes
95,36,39,26.443555,76.042693,6.254022,182.942515,jute
16,67,16,22.878494,22.956525,5.960958,79.554807,kidneybeans
86,20,26,24.983772,59.87876,7.484641,195.200958,coffee
14,26,26,28.980948,91.416965,6.3208,193.317172,coconut
70,52,41,26.846595,84.370676,6.996038,165.591458,jute
89,45,41,23.040916,84.676938,6.044515,225.330221,rice
88,77,53,25.394867,83.943973,5.718987,112.95069,banana
1,140,191,24.977677,83.56682,6.179324,70.445058,grapes
99,32,28,23.197697,57.86111,6.366565,167.472171,coffee
10,75,22,28.754452,58.921228,5.640945,184.841739,pigeonpeas
107,58,51,21.978898,80.453529,6.065505,180.946092,rice
16,54,20,29.284657,49.816754,8.129205,37.82315,mothbeans
93,6,55,24.696052,88.986851,6.686368,54.378492,watermelon
37,25,31,26.836633,90.926453,6.438959,172.746415,coconut
116,73,47,27.115094,75.603939,5.786277,96.936728,banana
21,38,16,26.670267,48.068073,8.055669,49.978111,mothbeans
98,50,16,21.757853,70.631635,6.540621,105.817016,maize
73,57,24,26.927013,62.534825,6.949221,99.593978,maize
72,57,16,19.911909,58.660666,6.104539,97.261648,maize
21,79,78,20.031296,14.000442,6.50848,91.218521,chickpea
30,32,29,27.716937,45.321709,5.626404,81.083751,mango
99,85,50,29.627575,83.252487,6.480144,118.480824,banana
30,46,23,30.950397,83.856199,6.640063,55.41432,mungbean
34,62,20,31.271286,66.235774,6.512769,71.33732,blackgram
111,54,17,23.112062,75.65863,6.37558,67.71195,cotton
22,20,15,16.803982,93.959348,7.149173,116.809229,orange
88,18,50,25.970693,84.188172,6.019377,44.507677,watermelon
8,54,15,31.431827,86.679426,6.622444,50.310154,mungbean
113,43,18,24.432467,80.500181,5.935411,72.469012,cotton
129,50,21,24.063478,79.023996,5.851309,83.764779,cotton
2,71,22,23.21782,64.456236,6.872319,111.34468,pigeonpeas
27,43,22,31.808286,87.803596,6.765559,59.910664,mungbean
88,59,19,26.077885,70.399344,6.036137,91.083272,maize
32,75,80,20.616203,14.211319,6.361321,76.848007,chickpea
1,68,20,19.828311,64.147202,6.910478,51.715856,lentil
28,23,34,31.507035,46.112029,5.687955,77.604578,mango
6,66,23,17.733497,20.66408,5.739288,111.76,kidneybeans
34,64,46,41.668514,94.352768,6.580631,243.152769,papaya
107,19,28,23.816922,62.262264,6.118571,171.115504,coffee
118,76,51,25.588806,77.706672,5.77611,112.711657,banana
35,141,204,21.94189,90.898535,5.554287,117.193567,apple
82,46,45,23.192984,90.24922,6.043438,214.022262,rice
54,72,22,32.181502,60.508597,7.4767,72.062082,blackgram
94,43,40,24.98422,78.220104,6.226131,184.118942,jute
30,79,20,32.28387,67.813409,6.664609,74.747446,blackgram
1,65,25,29.263035,52.056411,6.940631,94.376163,pigeonpeas
24,54,21,30.517994,88.590815,6.498557,51.803339,mungbean
20,127,200,21.75118,91.463226,5.925163,115.272787,apple
80,12,51,29.981944,90.664575,6.08882,24.263184,muskmelon
26,130,192,17.262947,82.387046,6.177862,67.845137,grapes
83,36,33,26.289382,68.230366,7.40705,167.902029,coffee
4,85,19,33.211352,44.601742,5.303052,100.302677,pigeonpeas
15,69,19,23.207343,24.467148,5.740653,121.861662,kidneybeans
37,57,16,28.39499,86.355843,6.459754,45.041678,mungbean
15,68,24,18.130989,22.036166,5.713286,138.863574,kidneybeans
4,65,19,32.199792,63.252146,4.988547,172.709664,pigeonpeas
121,56,20,25.293432,79.799861,6.566646,65.084072,cotton
92,71,46,25.855673,81.341564,5.867986,117.932501,banana
12,139,194,14.078281,81.043674,5.603387,73.015756,grapes
118,36,20,22.434431,81.061126,7.593849,94.563672,cotton
2,22,30,33.661774,47.280564,5.25086,71.808845,mango
15,71,24,16.291564,18.512381,5.577059,82.049119,kidneybeans
99,8,52,24.802876,89.15191,6.477046,51.768317,watermelon
68,59,46,41.577901,94.556942,6.971527,139.124132,papaya
86,7,50,26.449229,87.181844,6.207139,46.252096,watermelon
59,77,23,28.262644,68.520665,7.388328,67.665265,blackgram
79,53,16,25.91256,69.696275,5.764749,106.958045,maize
21,79,25,30.282662,35.652562,4.983655,100.237385,pigeonpeas
6,35,31,31.52625,49.47999,6.361256,84.261131,mango
6,44,21,29.395696,86.781559,7.197354,46.559933,mungbean
37,29,26,34.097232,52.746641,5.511524,83.878777,mango
85,45,42,23.903297,76.779554,6.822033,174.634417,jute
16,65,16,22.64304,67.840746,6.681752,61.021818,lentil
6,17,33,34.950406,46.18794,6.039162,86.689103,mango
4,7,37,19.038401,92.947791,6.810981,47.710099,pomegranate
113,87,54,27.036045,82.727252,6.009186,96.237287,banana
2,25,29,25.378067,98.41363,5.568594,163.482395,coconut
82,16,46,24.653154,88.613084,6.123925,44.420661,watermelon
7,68,18,17.107106,23.398023,5.664508,70.126166,kidneybeans
95,20,50,29.340566,92.531492,6.231932,29.483681,muskmelon
114,16,52,29.061593,91.012509,6.657791,21.085903,muskmelon
15,33,27,27.668516,48.660266,5.351588,69.218344,mango
7,29,31,29.774512,98.295497,5.790981,203.274558,coconut
27,34,29,30.877285,49.702043,6.655049,77.726547,mango
38,15,33,29.695862,90.373416,6.099647,170.788955,coconut
6,141,198,12.871841,84.238624,6.260667,68.862774,grapes
91,41,44,26.262886,78.000192,7.31076,181.775762,jute
117,54,60,21.046138,93.021891,5.243739,253.867148,rice
115,14,45,26.363782,80.156117,6.95317,47.707147,watermelon
25,68,17,34.209538,62.120782,6.87637,70.123819,blackgram
5,63,24,17.870202,19.256501,5.999982,87.827265,kidneybeans
35,68,82,18.4123,14.926553,6.62538,95.951348,chickpea
15,126,205,13.138223,83.423404,5.61171,71.32141,grapes
37,48,46,39.850773,93.128278,6.611845,130.463311,papaya
116,93,51,27.098206,77.379241,5.597601,115.149987,banana
35,52,16,30.350988,81.983792,7.120259,48.07464,mungbean
83,38,27,27.803038,51.461894,7.244557,179.51648,coffee
4,71,18,20.670239,64.391233,6.988421,55.816939,lentil
33,49,45,38.871516,91.022831,6.71772,59.448374,papaya
29,18,7,11.999437,94.321088,6.537727,106.455525,orange
119,9,49,25.728861,80.382826,6.712884,42.882998,watermelon
2,22,25,35.634194,45.516851,5.372508,88.23441,mango
84,13,50,29.684565,92.215611,6.559158,25.509464,muskmelon
11,73,18,28.98821,66.889513,6.686313,57.292767,lentil
30,43,24,27.658528,82.785357,6.668714,56.839962,mungbean
27,13,9,10.674128,94.170098,6.435192,107.295779,orange
32,145,202,22.547326,93.493327,6.258433,111.510576,apple
16,55,108,30.439414,85.026752,6.243445,53.560555,mungbean
1,16,37,18.381431,86.531992,6.656781,74.229102,pomegranate
21,72,19,19.250794,61.395281,6.696523,52.092415,lentil
5,17,28,35.759376,45.81673,5.844976,97.230072,mango
25,121,194,11.313338,82.909203,6.069016,68.64207,grapes
50,76,18,27.551561,64.413576,6.893857,70.078191,blackgram
89,49,37,24.6159,70.864187,6.370911,195.736459,jute
9,13,25,29.56041,94.388658,5.66808,150.033886,coconut
55,62,15,27.157244,65.206856,6.507683,66.042647,blackgram
20,87,25,20.364752,33.226954,6.89919,107.838796,pigeonpeas
24,68,22,24.949019,23.219666,5.818095,67.026737,kidneybeans
132,48,18,24.9413,83.476258,6.477527,96.989014,cotton
16,48,16,30.932228,89.127592,7.012365,61.437911,mungbean
30,24,27,29.045119,48.041843,6.58247,80.973218,mango
72,53,44,24.081794,81.753681,6.020994,181.650499,jute
17,36,21,28.818513,80.13726,6.67228,46.833378,mungbean
80,39,43,26.17754,74.494937,6.135434,190.844267,jute
78,46,19,26.234737,69.634884,6.59132,74.495672,maize
115,87,52,29.849633,75.676618,5.687614,102.953057,banana
105,6,50,28.310505,91.276209,6.171878,22.343259,muskmelon
117,70,54,29.425251,77.054858,5.909714,98.072991,banana
26,72,18,22.217701,67.488048,6.366822,40.201829,lentil
38,62,20,32.322159,63.16392,7.406531,74.407964,blackgram
12,58,20,27.501687,88.190518,7.165454,51.926553,mungbean
91,49,25,26.84023,74.85334,5.677923,106.912807,maize
5,26,25,26.975421,95.58794,5.667926,203.585183,coconut
26,126,201,23.886455,80.588742,6.092655,65.8805,grapes
102,38,23,24.762695,82.314388,6.636671,88.52312,cotton
3,87,19,27.006049,47.139286,4.849357,117.25761,pigeonpeas
75,41,16,18.767798,59.427929,5.650021,73.251985,maize
26,142,202,25.34812,82.944533,5.606633,71.877485,grapes
29,5,25,27.888618,97.758022,5.641435,222.201561,coconut
26,79,15,29.844187,67.563425,6.709963,69.595637,blackgram
9,78,16,16.654832,22.377923,5.811394,135.440434,kidneybeans
132,44,21,24.079139,84.419721,7.105123,86.032781,cotton
107,41,24,25.96572,84.857452,6.452929,62.076789,cotton
0,61,18,21.954363,66.991276,6.368456,59.913122,lentil
7,70,19,19.307015,67.914986,6.360795,46.97278,lentil
4,134,200,28.665756,84.506138,6.097834,70.712136,grapes
88,9,52,29.241119,92.958761,6.281426,21.867708,muskmelon
12,50,18,27.99697,41.622602,6.817848,41.880917,mothbeans
12,10,37,21.602212,86.479746,6.618481,69.898267,pomegranate
81,11,53,25.045271,88.502881,6.66337,50.633488,watermelon
80,36,42,25.838693,86.11686,6.093846,176.920378,jute
77,40,19,24.361846,67.990684,6.891964,103.343046,maize
27,134,203,23.887138,93.104828,5.616919,114.705551,apple
11,13,15,20.276696,94.230278,6.314207,118.795395,orange
26,120,191,10.026574,81.247532,5.77672,71.774882,grapes
37,121,198,21.121335,94.215657,6.203538,106.764255,apple
35,64,50,35.329891,90.192014,6.607895,132.498459,papaya
59,50,46,43.049659,90.178554,6.5151,134.151059,papaya
80,43,39,23.415394,81.469002,7.468622,163.50613,jute
32,41,21,28.620214,86.589164,6.72261,57.509776,mungbean
90,44,20,21.387502,62.298237,5.891357,84.798515,maize
19,69,15,29.27056,61.977004,6.16959,58.877351,lentil
57,51,49,23.610481,90.352598,6.775135,87.656846,papaya
11,121,200,22.921833,91.67615,6.452724,115.969922,apple
21,17,43,24.701973,94.951669,6.552256,53.059013,pomegranate
82,88,55,25.216603,76.030842,6.015593,119.561553,banana
20,6,11,26.018877,94.07916,6.073754,103.755472,orange
96,13,46,24.334303,89.272853,6.218556,44.054217,watermelon
45,70,17,30.685481,66.366247,6.623743,70.651473,blackgram
1,73,24,23.273818,36.892373,7.284625,108.504558,pigeonpeas
100,86,51,29.447472,81.840335,6.325033,111.553148,banana
87,20,50,26.657338,82.985062,6.088663,53.176032,watermelon
1,127,204,21.061537,90.607763,5.673724,117.657715,apple
6,131,203,20.654353,80.929767,6.455321,73.928473,grapes
17,43,21,27.448277,33.639373,4.901891,50.013358,mothbeans
17,15,8,14.010206,92.411218,6.899747,112.94689,orange
92,38,41,26.128642,82.677988,7.046577,189.967623,jute
101,11,53,25.067762,85.440281,6.427858,46.720775,watermelon
120,52,24,24.745977,77.259265,6.606307,69.491089,cotton
15,133,204,14.828572,80.87505,6.407565,69.832537,grapes
26,136,204,21.11018,92.788558,5.885942,119.731617,apple
0,89,16,34.177031,61.268923,7.314227,175.073839,pigeonpeas
26,137,203,23.324616,92.36627,5.604813,120.358389,apple
37,65,16,34.616689,60.879792,7.02976,67.021773,blackgram
23,76,20,20.912203,23.11905,5.923213,65.235876,kidneybeans
5,7,45,18.638655,85.428959,6.531754,51.830849,pomegranate
35,129,193,19.572999,82.656046,6.410072,65.057362,grapes
31,17,28,26.869454,91.300839,5.812316,163.859308,coconut
29,83,19,18.337211,56.300796,5.093616,103.406709,pigeonpeas
9,86,22,33.706978,56.411637,6.778609,144.221392,pigeonpeas
113,8,49,29.093126,94.242102,6.478317,28.4636,muskmelon
59,53,49,35.161154,90.040443,6.63583,142.090994,papaya
122,53,17,23.826438,82.299475,7.671219,80.952063,cotton
82,8,53,27.522279,92.79407,6.614978,21.566363,muskmelon
10,25,28,28.437658,54.417303,5.573197,87.323095,mango
93,55,16,23.644446,65.049061,5.754729,67.418947,maize
19,36,94,27.14924,89.641903,6.962184,51.785847,mungbean
5,75,21,21.995069,69.585097,6.841433,47.13893,lentil
16,70,23,31.250607,46.5585,6.388855,175.644269,pigeonpeas
20,13,26,29.416867,94.562805,6.118469,205.638654,coconut
16,16,27,33.027099,51.912255,4.995104,93.354954,mango
87,59,54,21.508554,94.210559,6.096284,210.472997,rice
24,61,19,32.188592,66.932494,7.29267,71.962483,blackgram
20,71,76,19.888098,18.188698,6.352666,97.960975,chickpea
47,46,50,39.118658,93.864161,6.866976,82.716383,papaya
20,18,27,32.300004,48.961015,5.55923,82.784601,mango
26,25,33,28.023562,99.243467,5.797851,184.287461,coconut
18,42,25,31.011204,85.86303,7.002449,47.402535,mungbean
59,63,20,29.800434,67.811782,6.772146,72.377739,blackgram
6,61,21,26.790789,37.988157,5.604252,149.561288,pigeonpeas
83,83,49,28.797319,76.511505,5.671195,112.900109,banana
14,31,29,33.745314,53.765826,5.724329,87.839331,mango
32,130,202,21.946627,90.629859,6.207545,107.701733,apple
9,45,18,28.853972,89.187144,6.604525,59.82799,mungbean
39,53,53,24.900416,92.936695,6.942739,57.223129,papaya
102,54,52,23.814182,86.354822,5.968841,232.510465,rice
39,135,200,23.723501,94.477362,5.955838,117.064106,apple
106,8,47,27.393424,93.694223,6.711912,29.274745,muskmelon
29,134,201,21.111064,90.157279,6.312131,107.276409,apple
30,30,32,32.618168,50.990138,4.756031,73.232866,mango
31,136,202,23.251289,90.804886,6.10046,112.941073,apple
22,9,43,18.31269,89.254085,6.778588,41.041933,pomegranate
3,36,29,27.383991,50.331711,4.79176,67.769006,mango
118,55,17,25.549392,81.830284,7.948836,72.234195,cotton
19,14,10,34.950331,94.479693,7.481111,104.807752,orange
4,26,29,25.702981,92.861343,5.674276,157.137644,coconut
29,130,190,24.191306,80.49074,6.308943,72.98494,grapes
34,21,28,25.682712,91.633634,6.277696,158.103989,coconut
23,71,15,18.447022,23.070335,5.744217,148.214313,kidneybeans
66,40,19,22.754107,61.988806,6.672219,97.551082,maize
116,5,46,25.629148,86.905253,6.464839,42.731002,watermelon
20,7,13,33.810417,94.509193,6.06713,117.057473,orange
117,18,47,29.380395,90.278176,6.806527,25.769087,muskmelon
36,67,84,20.933099,14.182559,6.387247,68.92875,chickpea
12,22,33,34.734368,45.153449,6.299016,76.547274,mango
2,61,16,25.72427,65.302935,6.162123,43.697624,lentil
23,64,82,17.784003,15.717977,6.333483,71.044384,chickpea
93,58,57,20.340832,83.804638,5.669203,192.555347,rice
112,41,16,24.694824,79.289656,6.344176,70.752842,cotton
68,53,36,24.800294,83.372244,6.17492,195.919398,jute
31,12,12,30.578208,93.3914,6.546257,109.568861,orange
35,49,51,29.625814,91.511001,6.800036,91.802721,papaya
138,39,18,23.861913,83.56407,5.824742,90.840322,cotton
108,13,50,27.103246,94.806713,6.844077,28.203741,muskmelon
35,138,202,28.495503,82.422736,5.77972,68.701409,grapes
19,80,20,19.707322,18.102661,5.850102,137.262981,kidneybeans
32,77,83,17.321794,17.607367,7.669173,73.329039,chickpea
45,67,16,34.844019,62.499414,6.561977,67.788366,blackgram
103,45,59,24.297762,88.034492,5.884865,267.614644,rice
24,62,16,20.80156,65.137327,6.725901,62.591594,lentil
37,17,26,29.432611,91.856779,5.995015,217.429477,coconut
89,14,51,28.376173,94.084537,6.222717,24.772802,muskmelon
29,65,18,31.48223,39.594319,7.113891,128.118759,pigeonpeas
1,45,21,29.12182,86.556921,6.238801,62.34321,mungbean
35,8,32,27.875227,98.377912,5.980362,172.998412,coconut
8,128,191,21.946045,84.600403,6.070198,71.419819,grapes
112,49,56,20.827921,89.598815,5.21503,293.36027,rice
73,55,16,20.046262,56.377039,6.558565,79.761662,maize
8,63,20,21.595109,69.84492,6.039843,44.772376,lentil
14,75,24,18.800346,22.211434,5.847305,63.894361,kidneybeans
26,79,82,18.150302,18.613994,6.16633,99.117105,chickpea
40,54,19,30.712811,87.3011,6.512991,62.683505,mungbean
117,90,55,29.749307,78.209618,5.892307,109.380145,banana
97,48,36,26.370729,88.880792,6.348901,160.314296,jute
119,39,33,27.464465,51.690548,6.646272,169.261853,coffee
24,71,23,18.229071,20.420221,5.700255,96.982416,kidneybeans
3,126,195,15.024398,80.256339,5.670717,67.823699,grapes
140,45,22,22.05521,80.38667,6.715237,69.906227,cotton
3,14,8,14.447304,93.025456,6.684558,103.141406,orange
25,130,205,9.393591,80.80256,6.40035,69.869926,grapes
38,80,84,19.346869,17.528946,6.068534,99.94843,chickpea
109,20,51,26.64669,88.12025,6.538609,41.356758,watermelon
16,127,192,29.141321,80.480226,5.972774,70.700101,grapes
22,66,19,24.444742,23.098653,5.758369,129.947346,kidneybeans
103,13,47,28.705899,90.456945,6.682642,20.514572,muskmelon
82,57,40,24.364609,73.246343,6.561067,177.062906,jute
37,51,25,27.952223,85.639373,6.885507,59.299527,mungbean
81,16,49,27.453278,94.357685,6.637772,24.745044,muskmelon
38,124,192,29.703831,80.250129,5.781007,73.693398,grapes
13,67,16,23.237641,39.583202,6.702889,168.867258,pigeonpeas
113,58,41,21.628389,85.227791,6.22245,298.258971,rice
20,122,197,22.199218,90.783629,5.659488,104.456869,apple
6,5,36,21.655296,87.152487,6.753178,39.16445,pomegranate
110,13,50,26.234996,87.727301,6.012119,40.567418,watermelon
42,71,80,19.384738,16.572859,7.110388,79.592688,chickpea
10,48,17,28.203344,81.291414,6.889309,60.620872,mungbean
64,39,18,18.678232,63.49326,5.661427,88.41088,maize
107,30,34,27.622659,55.47144,7.237903,160.758448,coffee
33,15,34,29.13976,97.871298,5.653422,169.236522,coconut
122,48,20,24.356548,82.065858,6.696664,76.187491,cotton
23,144,196,21.546808,93.551024,6.060788,110.381797,apple
1,53,17,26.133149,30.493927,4.479154,61.233372,mothbeans
83,54,23,21.100774,70.417455,6.603841,67.075324,maize
28,141,193,21.755288,80.797832,5.612104,69.709723,grapes
106,73,52,29.302104,83.693689,5.657396,106.683316,banana
78,39,37,24.282331,87.028505,6.727652,150.753564,jute
61,46,46,39.970692,93.630768,6.797394,232.4517,papaya
15,22,32,26.89915,90.355916,5.982581,180.616084,coconut
131,43,20,23.148786,76.032767,6.070381,74.647895,cotton
10,70,21,25.274307,69.407652,6.234649,62.452132,lentil
8,48,21,30.331364,86.380418,6.389614,49.166212,mungbean
96,41,21,19.003465,64.179397,5.9835,75.825037,maize
116,88,54,26.934465,79.990127,6.395114,105.725343,banana
102,53,21,23.86037,84.761287,7.446466,73.800068,cotton
95,51,49,26.918617,81.530672,5.313315,199.357142,rice
6,52,19,30.687717,45.011433,8.134479,51.984801,mothbeans
7,69,24,26.499398,65.282867,6.639307,58.270989,lentil
18,12,43,20.031588,92.760306,6.0022,71.806251,pomegranate
25,36,16,27.793841,81.432779,6.961563,46.868909,mungbean
93,22,33,24.617879,64.920781,6.987496,179.890048,coffee
26,9,39,22.011139,94.196755,6.284514,64.077113,pomegranate
97,44,42,25.461458,70.769233,6.690223,183.62728,jute
81,36,27,24.567326,64.28587,6.099115,188.703299,coffee
12,69,25,24.624031,34.313987,5.665768,139.244612,pigeonpeas
33,39,25,30.285929,84.209271,7.088024,56.647025,mungbean
17,77,17,22.581835,22.436776,5.977563,83.422192,kidneybeans
109,18,51,25.638225,82.613079,6.903325,48.47166,watermelon
98,42,17,24.223573,57.178075,5.896974,108.754734,maize
10,142,196,22.770973,92.445663,5.991716,120.122022,apple
17,131,197,21.654865,94.163896,6.167082,124.394469,apple
21,61,21,21.091613,24.731026,5.511618,107.799339,kidneybeans
3,74,17,16.761038,20.238651,5.908413,108.558294,kidneybeans
99,92,48,28.787461,76.32306,5.888503,108.483971,banana
6,40,16,29.338285,88.454039,6.290551,58.17451,mungbean
14,7,28,25.030677,98.226204,6.488934,215.023245,coconut
23,79,83,17.665298,17.316119,6.827536,70.30201,chickpea
88,45,35,23.218858,85.286976,7.41321,189.742525,jute
65,60,48,25.409103,92.774872,6.850626,170.429973,papaya
12,73,17,20.302135,63.402624,6.519441,57.91317,lentil
83,76,46,26.850482,83.226846,5.566756,99.13393,banana
13,68,15,21.539767,69.194565,7.101858,119.31551,pigeonpeas
7,127,204,21.97182,94.4447,6.129769,117.7078,apple
94,12,55,28.662165,94.029203,6.768984,24.022262,muskmelon
15,79,22,32.019744,30.069513,4.799724,130.002649,pigeonpeas
86,15,47,28.759446,90.978624,6.065144,24.489242,muskmelon
14,144,204,18.434928,80.8771,5.734578,65.140162,grapes
69,59,53,31.078817,92.245473,6.63514,93.267802,papaya
42,60,50,42.049326,90.025077,6.662995,76.620125,papaya
22,17,31,26.505013,99.143846,6.350938,190.062245,coconut
17,38,17,24.694469,36.735645,9.040889,35.735679,mothbeans
13,52,15,27.150306,30.686368,8.806246,40.609015,mothbeans
100,77,46,26.571608,81.124562,5.745773,109.231036,banana
47,68,51,40.412033,92.966873,6.971625,58.653498,papaya
34,7,43,22.556425,87.149295,6.736906,90.599997,pomegranate
116,16,28,24.238576,62.025598,6.310612,150.534027,coffee
19,19,9,32.839594,94.548205,7.119821,104.040985,orange
40,47,47,36.528199,93.567245,6.708302,238.165089,papaya
8,48,20,25.706256,47.229141,3.843329,35.002173,mothbeans
